,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
184654,Pelat,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
186044,Jules Perret,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
188023,Phillips,M,,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
188981,Jules Pinaud,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
192606,Pradairol,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
192762,Pratviel,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
193205,Prilleux,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
197644,Dominique Ravoux,M,22.0,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
197645,Fernand Ravoux,M,24.0,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
202198,Samuel Roche,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
203489,Jules Louis Rolland,M,23.0,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
204738,Rostin,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
204926,Emil Rotong,M,21.0,Germany,GER,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
208992,Salzard,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
209881,Silvaine Gustave Sandras,M,28.0,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,Gold
211281,Fritz Sauer,M,,Germany,GER,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
212144,Schaan,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
212622,mile Scherb,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
219432,Sidrac,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
220515,Simon,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
225790,Sourzat,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
230452,Strasser,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
236343,Gustav Adolf (Gustav Adolph-) Tannert,M,24.0,Germany,GER,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
237936,Terrier,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
238805,Thiriet,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
242486,Touche,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
249057,Van Hule,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
249758,Vandenhaute,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
250809,Vedeux,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
252173,Viart,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
252521,Viville,M,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
260177,Georg Carl Wiegand,M,22.0,Germany,GER,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
6551,William Peter Andelfinger,M,23.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
6552,William Peter Andelfinger,M,23.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
6553,William Peter Andelfinger,M,23.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
10060,George Aschenbrener,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
10061,George Aschenbrener,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
10062,George Aschenbrener,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
10063,George Aschenbrener,M,,"La Salle Turnverein, Chicago",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
15175,Maurice Joseph Barry,M,23.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
15176,Maurice Joseph Barry,M,23.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
15177,Maurice Joseph Barry,M,23.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
15632,M. Bascher,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
15633,M. Bascher,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
15634,M. Bascher,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
15635,M. Bascher,M,,"Passaic Turnverein, Passaic",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
19669,Bernard Berg,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
19670,Bernard Berg,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
19671,Bernard Berg,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
19672,Bernard Berg,M,,"Davenport Turngemeinde, Davenport",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
19703,Ragnvald Marinus (-Reginald)  Berg,M,24.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
19704,Ragnvald Marinus (-Reginald)  Berg,M,24.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
19705,Ragnvald Marinus (-Reginald)  Berg,M,24.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
19706,Ragnvald Marinus (-Reginald)  Berg,M,24.0,"Norwegier Turnverein, Brooklyn",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
20728,William Berwald,M,29.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
20729,William Berwald,M,29.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
20730,William Berwald,M,29.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
20731,William Berwald,M,29.0,"Turnverein Vorwrts, Cleveland",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
21084,Emil Beyer,M,27.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
21085,Emil Beyer,M,27.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
21086,Emil Beyer,M,27.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
21087,Emil Beyer,M,27.0,"New York Turnverein, New York",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Silver
22437,"John Frederick Bissinger, Jr.",M,25.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
22438,"John Frederick Bissinger, Jr.",M,25.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
22439,"John Frederick Bissinger, Jr.",M,25.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
22440,"John Frederick Bissinger, Jr.",M,25.0,"New York Turnverein, New York",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Silver
24141,Otto Boehnke,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
24142,Otto Boehnke,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
24143,Otto Boehnke,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
32668,Christian Busch,M,24.0,Germany,GER,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
32669,Christian Busch,M,24.0,Germany,GER,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
32670,Christian Busch,M,24.0,Germany,GER,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
40348,"Benjamin ""Ben"" Chimberoff",M,29.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
40349,"Benjamin ""Ben"" Chimberoff",M,29.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
40350,"Benjamin ""Ben"" Chimberoff",M,29.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
53308,Charles Oscar Dellert,M,22.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
53309,Charles Oscar Dellert,M,22.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
53310,Charles Oscar Dellert,M,22.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
53311,"John Henry Dellert, Jr.",M,19.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
53312,"John Henry Dellert, Jr.",M,19.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
53313,"John Henry Dellert, Jr.",M,19.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
53314,"John Henry Dellert, Jr.",M,19.0,"Concordia Turnverein, St Louis",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
54385,Christian Jacob Deubler,M,23.0,Germany,GER,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
54386,Christian Jacob Deubler,M,23.0,Germany,GER,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
54387,Christian Jacob Deubler,M,23.0,Germany,GER,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
54388,Christian Jacob Deubler,M,23.0,"South St Louis Turnverein, St Louis",GER,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
59521,John Alexander Duha,M,29.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
59522,John Alexander Duha,M,29.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
59523,John Alexander Duha,M,29.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events",
59524,John Alexander Duha,M,29.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
59525,John Alexander Duha,M,29.0,"Central Turnverein, Chicago",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Bronze
59526,John Alexander Duha,M,29.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
60551,James Dwyer,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
60552,James Dwyer,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
60553,James Dwyer,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
60554,James Dwyer,M,,"Turnverein Vorwrts, Chicago",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
63428,Max Philip Emmerich,M,25.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
63429,Max Philip Emmerich,M,25.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",Gold
63430,Max Philip Emmerich,M,25.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
65624,George Louis Eyser,M,33.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
65625,George Louis Eyser,M,33.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
65626,George Louis Eyser,M,33.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events",Silver
65627,George Louis Eyser,M,33.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
65628,George Louis Eyser,M,33.0,"Concordia Turnverein, St Louis",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
65629,George Louis Eyser,M,33.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Horse Vault,Gold
65630,George Louis Eyser,M,33.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Parallel Bars,Gold
65631,George Louis Eyser,M,33.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
65632,George Louis Eyser,M,33.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Rope Climbing,Gold
65633,George Louis Eyser,M,33.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Side Horse,Silver
68850,Otto Feyder,M,26.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
68851,Otto Feyder,M,26.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
68852,Otto Feyder,M,26.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
68853,Otto Feyder,M,26.0,"La Salle Turnverein, Chicago",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
69723,M. Fischer,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
69724,M. Fischer,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
69725,M. Fischer,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
69726,M. Fischer,M,,"Passaic Turnverein, Passaic",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
73185,William Friedrich,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
73186,William Friedrich,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
73187,William Friedrich,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
73188,William Friedrich,M,,"Socialer Turnverein, Detroit",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
80223,Herman Theobald Glass,M,23.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Rings,Gold
84308,John William Grieb,M,24.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
84309,John William Grieb,M,24.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",Silver
84310,John William Grieb,M,24.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
84311,John William Grieb,M,24.0,"Philadelphia Turngemeinde, Philadelphia",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Gold
85130,Theodore Gross,M,24.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
85131,Theodore Gross,M,24.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
85132,Theodore Gross,M,24.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
85133,Theodore Gross,M,24.0,"Turnverein Vorwrts, Chicago",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
85924,L. Guerner,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
85925,L. Guerner,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
85926,L. Guerner,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
86897,P. Gussmann,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
86898,P. Gussmann,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
86899,P. Gussmann,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
86900,P. Gussmann,M,,"Passaic Turnverein, Passaic",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
89478,Gustav Hmmerlin,M,23.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
89479,Gustav Hmmerlin,M,23.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
89480,Gustav Hmmerlin,M,23.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
89481,Gustav Hmmerlin,M,23.0,"Passaic Turnverein, Passaic",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
90241,Harry Hansen,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
90242,Harry Hansen,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
90243,Harry Hansen,M,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
90244,Harry Hansen,M,,"Norwegier Turnverein, Brooklyn",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,
93166,Anton Heida,M,25.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
93167,Anton Heida,M,25.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",
93168,Anton Heida,M,25.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events",Gold
93169,Anton Heida,M,25.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
93170,Anton Heida,M,25.0,"Philadelphia Turngemeinde, Philadelphia",USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Gold
